input,labels
This information was not true at all .,1
I watched a movie The Rebound at a theater the other day .,0
"Hence , we are off to dinner - ",1
I was going to great pains to study English .,1
 ,0
I am getting feel better today .,0
And then I went out of the hallway to go to the classroom .,1
See you again ,1
I love to play sports .,1
Today I would like to ask my trusted friends of the meanings of English words .,0
I burst out screaming so that it was too hot .,1
"It is quite cold here today , but I still wish everyone Merry Christmas !",1
"When the guys woke up , they had to give a milk to their yesterday partner .",0
"And if a number is not correct with fingers , passover the turn .",0
Second Reason,1
beautiful LOVE,1
the cheap pray,1
He rescued me from a big tiger .,1
So I intend to practise my oral English and wish to improve it with my best try .,1
So I bought USB - Network converter .,0
I am really overwhelmed by it . It has so many elocution and infinity branches .,1
"The following is a part of her writing , and of course , this picture was drawn by her .",1
"We had to wait minutes , so we went walking around and window shopping while waiting .",1
I have not worked as a photographer before .,1
I am looking forward it .,0
I want to read books of the original language .,0
I think English would be very useful in Russia .,0
I am afraid that I may fail the exam .,1
Maybe I can be a guide . I hope that she will be interested in Chinese .,1
"Originally , I wanted to buy a Subaru Outback .",1
Then my imagination goes a step further .,0
"Because he done nothing , he did not launch a missiles to Iran or North Korea .",0
I think younger child likes pepsi more than coke .,0
 Do you understand my English ? ,1
I did not want to go because it was so cold and it was hard to get up .,1
and I stay on land,1
I hope at least we can greet in a second .,1
Thank you ,0
I have kept on re - watching films in the original .,1
"I will leave you on th , so I want to have th is bed .",1
I hope everything will be alright !,1
It is displaying pictures in a really funny way .,1
"Oh boy , I baked a sponge cake a little too long and it turned out to be pretty tough .",0
You do not often hear people saying that they do not care about money .,1
Nowadays department stores are trying to reduction over packaging by the voice which is time to make an effort to bring down garbage is gaining power .,0
I am wondering how many hours in a day average people can study or reading materials .,0
"Although someone said to me that I should reduce weight , I could nt stop having delicious because I am happy to have delicious with others .",1
"But I changed the answer one question before the seconds end of the test , but it was wrong , U U",0
as below .,1
I cook it on holidays or in a cold winter .,1
"but this time , I have not given up ! !",0
This island belonged to japan a long time ago .,1
"You may say I am such a dreamer and pacifist , but I really wish this world became more peace .",0
I will have two demonstration lessons at the end of June and the first of July .,1
"Anyway , that is all for now .",1
There is the university near my place .,1
"Then , I like my life , feeling , friends , lovers , teachers , any others , and myself .",0
I will write back to her tomorrow .,0
A lot of car run on Route .,0
"If you use Japanese , I will correct your Japanese .",1
The wall made of brown colored wood was so nice and homely .,1
I am majoring in economics .,1
My kids said they studied enough and played Nintendo a little .,1
Jenny This advertisement gives a dramatic effect .,1
Have you drawed some illustration recent day ?,0
"The members are around years old , and I am almost as old as they are .",0
"I do not explain detail in this entry , but BGM is cool .",0
I seldom buy comics and novels because I do not purchase unless I really like them .,1
 ,0
Nice to meet you ! !,1
And we have been warning them throughout our seven years in their i .,1
I am so much indulge in those old days memories which relax me from my busy work .,0
"It stained so bad when I brushed my teeth in a couple of days , but it hardly does now .",0
Take me to the ball game !,1
I went food shopping to the supermarket .,0
Please correct me !,1
And the hotel will send you an invitation to help you .,1
Last swim for this summer,0
It is interesting .,1
A movie of name is pay it forward .,0
Look at women advocating for themselves on the streets in the Middle East .,1
I did not think it was right to keep my face like girls until I,0
"Consequently , I am always uneasy and alive by a big tension .",0
I have feeled sleepy all day because I get up early to go to school .,0
But I want to read even more than one English book for my new year is,1
